Marca temporal,¿Qué herramienta estás evaluando?,1. La herramienta fue fácil de usar,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados.",3. La herramienta me pareció innecesariamente compleja.,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos.",5. Encontró inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.).",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés.,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje.,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase.,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante.,11. El juego facilitó mi participación durante la actividad.,12. Explica cómo influyó el juego en tu participación.,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés?,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta?,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías?",¿Qué herramienta estás evaluando? 2,1. La herramienta fue fácil de usar 2,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 2",3. La herramienta me pareció innecesariamente compleja. 2,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 2",5. Encontré inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 2",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 2,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 2,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 2,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 2,11. El juego facilitó mi participación durante la actividad. 2,12. Explica cómo influyó el juego en tu participación. 2,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 2,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 2,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 2",¿Qué herramienta estás evaluando? 3,1. La herramienta fue fácil de usar 3,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 3",3. La herramienta me pareció innecesariamente compleja. 3,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 3",5. Encontré inconsistencias en el funcionamiento de la herramienta. 2,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 3",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 3,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 3,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 3,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 3,11. El juego facilitó mi participación durante la actividad. 3,12. Explica cómo influyó el juego en tu participación. 3,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 3,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 3,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 3"
2026-04-20 09:19:20.675,Duolingo,4,"No, super sencilla",1,Ninguno,4,Nada,5,Si me ayudo,5,Su facilidad de uso,4,De forma positiva porque me ayudo adquirir conocimientos,Si vocabulario,Ninguno,Un vocabulario mas amplio,Grammar Ninja,3,Falta de instrucción,4,Su jugabilidad no era la mejor,3,Instrucciones poco claras,3,No mucho,3,Su contenido,3,Un poco pero su jugabilidad no es la mejor,Su contenido,Falta de instrucciones,Una guia mas clara,British Council Games,3,Falta de tiempo,3,Tiempo corto,4,Ninguno,4,Vocabulario,4,Su jugabilidad,3,No porque no deja pensar,Uj poco mas tiempo de contestación,Ninguna,Mas tiempo
2026-04-20 09:19:55.559,Duolingo,5,No tuve dificultades,4,Ninguno,3,A veces el speaking no funcionaba,5,Me ayudo porque pude recordar palabras y mejorar mi hablado,5,Es mas práctico,5,En el aprendizaje,El speaking,Al grabar,Mas hablafo y escritura,Grammar Ninja,5,Ninguna,4,Niguno,4,Las instrucciones,5,Si ayudo para escribir,5,Los juegos,5,En escrubir,Escribir y escuchar,Solo los botones,Nada,British Council Games,5,Ninguna,5,No,3,Botones,5,Los 3 elementos fundamentales,5,Los juegos,5,Mejor aprendizaje,Los juegos,Ls páginas,Ninguna
2026-04-20 09:21:33.216,Duolingo,4,No tuve,1,No tuve,2,Instrucciones,5,Por qué es fácil,5,Más finamica,3,No influyo,Los juegos,Ninguno,Más juegos,Duolingo,5,No tuve,2,No hubo,1,No tuve,5,Es dinámico,4,Es dinamico,3,No influyo,Por qué son interesantes,Ninguna,Más juegos,Duolingo,5,No tuve,1,No,1,No tengo,5,Si ayudó pq es interesante,3,Más por qué es dinámico,4,Ayudó pq es más interesante,Más grammar,Ninguno,Ninguno
2026-04-20 09:25:56.585,Duolingo,4,No tener experiencia,3,La pantalla principal,4,Sin novedad,4,Si me ayudó es muy intuitivo y llamativo,5,Los colores y el contenido hicieron de una experiencia magnífica y educativa,4,Me explico de manera tan clara que pude realizar los ejercicios propuestos,Todos,No entender muy bien al principio,No todo está bien,Grammar Ninja,5,Es muy fácil de usar,3,"No fue compleja, fué muy sencilla",3,Si está bien el test,4,Si me ayudó a entender la gramática por intuición,3,"Me uniera gustado que me expliquen cuando fallo, el por qué o explicar la gramática tras la oración",4,Ayudo a una idea clara,Todas,No encontré muchos,Que me explique la gramática,British Council Games,3,No entendí como entrar al test,3,Mucho texto y no encontré donde se inicia el test,3,Necesita ser más intuitivo,4,Si fueron muy buenas las preguntas,3,Las oraciones en si son mas complejas,4,"Si fue algo interesante, aunque al principio estubo media complicada de entender",La primara parte,Al principio no sabía en dónde se iniciaba el test,Que fuera más sencillo
2026-04-20 09:36:58.216,Duolingo,5,No tuve inconvenientes,1,Ninguno,1,Ninguno,4,Me ayudo a repasar gramática y vocabulario,3,Son actividades rápidas e interactivas que evitan el aburrimiento y por lo tanto generan más interés,5,Pone preguntas fáciles y didácticas que me permiten participar de manera constante,"El listening, los audios que hay",Ninguno,Poner una sección donde se muestre la gramática,Grammar Ninja,4,Ninguna,1,No hubo inconvenientes,1,No hubo inconsistencias,3,Nos da conceptos un poco complejos para iniciar.,3,Las actividades fueron repetitivas lo que lo hizo algo aburrido.,3,Pues las actividades son interactivas pero algo repetitivas.,Palabras nuevas,No hubo dificultades,"Actividades diferentes, no hacer 4 rondas con las mismas palabras y dinámicas",British Council Games,5,Ninguna,1,No hubo inconvenientes,1,No encontré ninguna,5,"Hay varias secciones que ayudan con el inglés como gramatical, listening y también indica la dificultad que ayuda a progresar en orden",5,"Preguntas y actividades didácticas, varias secciones para aprender y variación de dificultades",5,Actividades interesantes y explicaciones bien detalladas,"La opción de secciones para aprender, me parece más practica para practicar lo que uno considera mas complejo",Ninguna,"Ninguna, me pareció excelente la aplicación"
2026-04-20 09:38:22.950,Duolingo,3,No tuve ningun problema,1,Ninguna,1,No hay inconsistencias,3,Porque es más fácil aprender idiomas con didácticas,5,Los cuentos,5,Aprendes vocabulario,Audios,Ninguna,Ninguna,Grammar Ninja,5,No tuve dificultades,5,Ninguna,1,No tiene,5,Por los audios y escoger palabras,5,Los audios,5,Pues me hace participar en todo momento,Los audios,Ninguna,Ninguna todo está bien,British Council Games,5,Ninguna,1,Ninguna,5,No tiene inconsistencias,5,La de escoger palabras,5,Que puedes escoger que quieres aprender,5,Que me corrige en todo momento,Los audios,Ninguno,Ninguno
2026-04-20 09:42:36.817,Duolingo,5,Ninguna,1,Ninguno,1,"Ninguno, todo bien",5,Si me ayudó porque es muy interesante.,5,Que es muy interactivo,5,Que fue muy fácil y por tanto fue fácil de usar,El armar oraciones,Ninguno,Ninguno,Grammar Ninja,4,Un poco confusa la instrucción,2,Falto un poco la instrucción,3,Instrucción poco clara,4,Aplica escenarios reales,4,Fue interesante el escoger la opción correcta,4,Si me hizo participar ya que usa escenas interactivas,Las imágenes,Ninguno,Un poco mas clara la instrucción,British Council Games,4,No sabía que hacer,3,Palabras muy técnicas que no sabia,2,Instrucción poco clara,4,Me ayudó el poder practicar escoger el nivel de dificultad,3,El poder escoger la opción correcta,4,Me hizo pensar rápido ya que había tiempo,El escoger opciones,Poco tiempo para algunas cosas,Ninguno
2026-04-20 09:50:02.434,Duolingo,5,No fue complicado,1,No fue complicado,2,No,5,Me ayudó a conocer palabras que usa en la vida cotidiana,5,Por qué fue más visual e interactivo,4,El juego tiene maneras de que se vuelva más dinámico y se anime a participar,La lecturas que existen en estas y los audios que la aplicación te coloca,No encontré alguna dificultad,Talvez colocar videos personas reales,Grammar Ninja,4,No tuve complicacion,2,No fue complicado,1,No encontré inconsistencias,4,A practicar gramática de una forma divertída,5,Cómo es un juego hace que no se aburrido aprender este tipo de palabras,4,Pues es interactivo por lo cual es más fácil de recordar las palabras y asi puedo participar mejor en otras actividades,Gramática con vocabulario,No encontré,No haría ningún cambio,British Council Games,4,No,1,Ningúno,1,No encontré ninguno,5,Si está aplicación está muy técnica como paraua un nivel universitario por cual es muy buena para seguir asociando el vocabulario,3,Cómo es una aplicy más didáctica pues ya no lo hace más divertido pero la hace más práctico,5,Pues es práctica tu facilidad que se pueda usar para mejorar mis puntos débiles y así mejorar mí participación,Tienes listening y un aparte de writing por lo cual eso hace que practique mis habilidades de comunicación,No encontré,Ningúno
2026-04-20 09:51:52.486,Duolingo,5,No one,1,Ninguno,1,En nada,4,Si me ayudó,4,Las interacciones,4,Influyó de manera positiva,Las imágenes,Ninguna,Ninguno,Grammar Ninja,4,Ninguno,1,No lo fue,2,Ninguna,4,Me entretuvo,5,En recursos didácticos,4,De manera positiva,Las imágenes interactivas,Ninguna,Ninguno,British Council Games,5,Ninguna,1,Ninguno,1,Ninguna,5,Muy entretenido,4,En la interacción,4,En buena manera,En el speaking,Ninguna,Ninguno
2026-04-20 09:54:53.208,Duolingo,4,no,1,ninguno,1,lento,5,practica en un contexto real,4,mas dinamico,4,más personal,ejemplos de pronunciación,a veces repetitivo,mas variedad,Grammar Ninja,3,lento,2,interfaz confusa,1,instrucciones poco claras,4,ejemplos practicos,4,ejmplificacion de los temas enseñados,4,mas sencillo,ejercicios acorde a los temas enseñados,a veces repetitivo,mas variedad de ejemplos y ejercicios,British Council Games,4,ninguno,1,ninguno,1,juegos poco llamativos,4,mas dinamismo,4,animaciones entretenidas,4,resultado inmediato,juegos cortos y que llaman la tencion,demasiadas actividades,actividades mas cortas y precisas
2026-04-20 09:57:25.366,Duolingo,5,No fue en absoluto complicado,1,No fue compleja,1,No encontré,5,Es muy didáctica,5,Es muy entretenida,5,Es fácil de usar,Imágenes,Ninguna,Ninguno,Grammar Ninja,5,Ninguno,1,Ninguno,1,Ninguno,5,Imágenes,5,Muy didáctica,5,Es didáctico,Las imágenes y qué es repetitivo,Ningún,Ninguno,British Council Games,3,Se divide mucho entre gramática etc,1,No fue compleja,1,Ninguna,3,Un poco complejo,3,Fue normal,3,Ninguna,Imágenes,Muchos parámetros para empezar,Que sea más simple la interfaz
2026-04-20 09:57:40.469,Duolingo,5,NINGUNO MUY INTUITIVA,2,LA VERDAD LA APLICACION NO ES COMPLEJA PARA NADA,1,HASTA EL DIA DE HOY NO EXISTIERON PORBLEMAS ALGUNOS.,5,"ME AYUDO UN POCO, PORQUE AL SER UNA APLICACION DEDEPENDE DEL ENTUSIASMO DE CADA ALGUNO.",5,CREO QUE LOS MAS INTERESANTE ES EL RECORDATORIO QUE TE OFRECE LA APLICACION,5,"AL SER DINAMICO, DONDE SE USA EL MICROFONO PARA PODER PRONUNCIAR LAS PALABRAS",LA PRONUNCIACION,EL APOSTROFE EN EL TELEFONO,PODRIA HACER UN POCO MAS LLAMATIVA,Grammar Ninja,5,NO NO EXISTIERON DIFICULTADES EN LAS MISMAS,1,CREO QUE UN POC O COMPLEJO FUE EL GRAMMAR,1,NO EXISTIERON NINGUNA,5,PORQUE LO HIEIRON DINAMICO LO QUE ME LLAMO LAATENCION A LA HORA DE LOS EJERCICIOS,5,"QUE SE PUEDE ESTUDIAR LO QUE YO DESEO, CON RESPECTO A TEMASA QUE ME FATAN ENTENDER",5,QUE TE HACEN JUGAR PARA SEGUIR AVANZANDO A LAS SIGUEINTES CLASES,LAS PRONUNCIACIONES,QUE AVECES SE PRONUNCIA BIEN Y NO LE RECONOCE,EL CHAT DE VOZ,British Council Games,5,NO NINGUNO,1,NINGUNA,1,NINGUNO,5,"AYUDO IGUAL QUE LOS OTRO POR QUE LSO AHCE DINAMICOS, NO SE VUELVE MONOTONO APRENDER",5,IGUALMENTE LA DINAMICA DE CADA UNO LO HACE INTERESANTE,5,"AL CHARLA CON LA AI, ME PARECE QUE ESTUVIERA TENIENDO CLASES PARTICULARES, LO QUE ES BUENO PORQUE NO HACE QUE EL SISTEMA SE GUIA POR REGLAS A CUMPLIR.",EL GRAMMAR,NINGUNA,"SER UN POCO MAS LLAMTIVA, PARA LAS PEROSNAS QUE INICIAN."
2026-04-20 09:58:29.192,Duolingo,3,"A medida que avanzo, la falta de explicaciones gramaticales profundas hace que algunos temas nuevos sean difíciles de entender solo con repetición. A veces las correcciones son demasiado rígidas con sinónimos válidos",2,La transición al nuevo diseño de 'camino lineal' resulta confusa para retomar temas específicos. No siempre es claro qué habilidades gramaticales se están practicando en cada sección sin una guía previa detallada.,3,"En ocasiones hay errores en el reconocimiento de voz, donde marca la respuesta como incorrecta antes de terminar de hablar. También he notado botones que se solapan con anuncios en la versión gratuita, dificultando la navegación rápida",4,"Considero que ayudó principalmente por la gamificación. Mantener una racha de 177 días me obligó a practicar a diario, algo que no logré con métodos tradicionales. Es excelente para memorizar vocabulario y perder el miedo al idioma mediante la repetición constante",4,"Lo más interesante es el sistema de rachas y ligas, ya que genera un compromiso diario y una sensación de progreso constante. La variedad de ejercicios (audio, escritura y traducción) evita que la práctica se vuelva monótona",4,El juego influyó positivamente al crear un sentido de responsabilidad. La presión por no perder la racha de 177 días y mantenerme en las ligas superiores me obligó a participar diariamente,Lo que más me ayudó fue el sistema de repetición espaciada. El hecho de que la herramienta me obligue a repasar conceptos de unidades anteriores justo cuando estoy a punto de olvidarlos ha sido clave para consolidar el vocabulario en estos 177 días.,"La principal dificultad es la rigidez en las traducciones. A veces, el sistema marca como error una frase que es gramaticalmente correcta solo porque no es la traducción exacta que espera, lo cual resulta frustrante en niveles avanzados","Añadiría módulos de gramática explícita con reglas detalladas antes de las lecciones difíciles. También incluiría una sección de 'conversación libre' con IA que no se limite a repetir frases, sino que permita practicar diálogos reales y fluidos",Grammar Ninja,1,"La principal dificultad fue la falta de claridad sobre su existencia o acceso. Al no estar integrada de forma evidente en la interfaz principal de Duolingo, no fue posible utilizarla ni entender su propósito dentro del plan de estudios.",2,El elemento más confuso fue la falta de una introducción o tutorial. No es claro cómo se accede a la herramienta ni de qué manera sus dinámicas de juego ayudan específicamente a mejorar la gramática técnica del inglés,3,"La inconsistencia radica en la desconexión con el resto de la aplicación. Mientras Duolingo es intuitivo, esta herramienta presenta botones y mecánicas que no parecen funcionar bajo la misma lógica, resultando en una experiencia de usuario fragmentada.",2,"No ayudó a mi aprendizaje porque la herramienta no es visible ni accesible dentro de la plataforma principal. Al no conocer su funcionamiento ni haber recibido instrucciones sobre cómo usarla, no tuvo ningún impacto en mi progreso de inglés",2,"La actividad resultó menos interesante debido a la falta de visibilidad. Al no encontrar un acceso directo ni una explicación de su propósito dentro de la plataforma, no hubo ningún estímulo que me motivara a explorarla o utilizarla",2,"El juego no influyó en mi participación, ya que al ser una herramienta desconocida y poco visible, no hubo ningún elemento que me motivara a entrar o interactuar con ella durante mis sesiones de estudio","Ninguno, ya que la herramienta no es accesible ni está integrada en el curso. Al no conocer su funcionamiento, no pudo aportar elementos útiles a mi proceso de aprendizaje de inglés.","La mayor dificultad fue la nula visibilidad de la herramienta. No existen enlaces claros, botones o tutoriales que permitan al usuario encontrarla y utilizarla como parte de su rutina de aprendizaje",Implementaría un tutorial introductorio y objetivos claros. Realizaría cambios para que el usuario sepa exactamente qué parte de la gramática está reforzando y cómo ese puntaje influye en su progreso general o en su nivel de inglés,British Council Games,2,"No he tenido la oportunidad de utilizar la herramienta hasta el momento, por lo cual no he experimentado dificultades técnicas ni operativas con sus funciones",1,"No puedo identificar elementos confusos, ya que no he interactuado con la interfaz ni con las funciones de la herramienta hasta la fecha",1,"No se han detectado inconsistencias ni errores funcionales, debido a que no he realizado pruebas ni sesiones de uso con la herramienta hasta el momento.",1,"No puedo realizar la comparación con una actividad tradicional, ya que no he integrado el uso de este juego en mi proceso de aprendizaje todavía",1,"No es posible determinar qué aspectos resultaron más o menos interesantes, ya que no he realizado la actividad ni he interactuado con la interfaz de los juegos hasta el momento",1,"No hubo influencia en mi participación, ya que no he interactuado con la herramienta ni he realizado las actividades propuestas en la plataforma hasta la fecha","No es posible identificar aspectos de ayuda en el aprendizaje, ya que no he utilizado la herramienta ni sus recursos interactivos hasta el momento","Como mencioné anteriormente, no he experimentado dificultades técnicas ni operativas debido a que no he realizado sesiones de uso con la herramienta hasta la fecha.","Sugeriría integrar un sistema de gamificación más robusto, con niveles de experiencia (XP), logros desbloqueables y tablas de clasificación en tiempo real para incentivar la competencia sana y el uso recurrente de la plataforma"
2026-04-20 09:59:06.403,Duolingo,4,Ninguna complicacion,4,La inscripción pagada,4,La adaptabilidad de la aplicación en diferentes dispositivos más en antiguos,3,Es muy intuitivo ayudando la comprensión del inglés,3,Es muy exelente respecto a actividades a realizar,3,La facilidad de respuestas y correcciones que da.,"La gamificación y el sistema de rachas fomentan la constancia diaria, mientras que las lecciones cortas facilitan el aprendizaje en cualquier momento del día.","La falta de explicaciones gramaticales profundas y el sistema limitado de ""vidas"" en la versión gratuita, que a veces interrumpe el ritmo de estudio al cometer errores.",Integraría módulos de conversación con IA más realistas y añadiría secciones de vocabulario técnico específico para áreas profesionales o académicas.,Grammar Ninja,2,"El ritmo acelerado del juego a veces dificulta analizar correctamente la estructura de las oraciones más largas antes de que se acabe el tiempo. Además, la falta de una retroalimentación detallada cuando te equivocas hace que sea difícil aprender del error cometido.",2,"La identificación rápida de categorías gramaticales menos comunes y la falta de un tutorial previo que explique la mecánica de los ataques del ""ninja"" antes de empezar el juego.",2,"En ocasiones, el juego no registra el clic sobre la palabra correcta a pesar de seleccionarla a tiempo, o presenta frases donde la categoría gramatical es ambigua según el contexto.",2,"Ayudó a reforzar la identificación de categorías gramaticales de forma práctica, aunque su utilidad es limitada para aprender sintaxis compleja o vocabulario nuevo fuera de la estructura básica.",3,"La mecánica de juego hace que el aprendizaje sea más interactivo que leer teoría; sin embargo, se vuelve menos interesante con el tiempo debido a la falta de variedad en los desafíos o una narrativa más envolvente.",4,La interfaz intuitiva y la mecánica sencilla de selección permiten avanzar sin temor a equivocarse gravemente. Me sentí seguro porque el entorno es amigable y permite repetir los ejercicios para mejorar el puntaje.,"Al ser una actividad competitiva y con tiempo limitado, me motivó a involucrarme más activamente para superar los niveles, haciendo que la práctica fuera menos monótona que un ejercicio escrito tradicional.","La respuesta inmediata al elegir una palabra; me permitió identificar errores al instante y memorizar las funciones gramaticales (sustantivos, verbos, etc.) de manera visual y ágil.","Implementaría diferentes niveles de velocidad ajustables y añadiría una sección de ""repaso de errores"" al finalizar la partida para entender por qué la respuesta elegida era incorrecta.",British Council Games,3,"Los límites de tiempo en algunos juegos de vocabulario pueden generar presión, lo que dificulta pensar con claridad en palabras más complejas o técnicas.",2,"Aunque es intuitiva, la navegación entre las diferentes categorías de juegos y niveles de dificultad podría estar mejor organizada para encontrar temas específicos más rápido.",3,"Algunos elementos visuales tardan en cargar o no se adaptan correctamente al tamaño de la pantalla del celular, lo que dificulta hacer clic con precisión en ciertos juegos de arrastrar palabras.",4,"Considero que ayudó porque ofrece un contexto de uso más realista y profesional del idioma, lo que facilita la retención de vocabulario avanzado y mejora la comprensión lectora de una manera mucho más dinámica que los métodos tradicionales.",4,"Lo más interesante fue la variedad temática y la calidad de los materiales visuales, que rompen con la rutina de la clase teórica. El único aspecto menos atractivo es que algunos juegos son muy breves y no permiten profundizar en el tema.",4,Facilitó mi participación al presentar el contenido de forma más amigable y menos intimidante que una lección formal. Esto me dio confianza para intentar resolver los retos de vocabulario y gramática de manera más proactiva.,La alta calidad del contenido y el enfoque en inglés real. Me ayudó mucho la variedad de juegos que cubren desde gramática hasta comprensión auditiva de forma equilibrada.,"La curva de dificultad en algunos retos de vocabulario avanzado puede ser muy alta, y en ocasiones la navegación entre un juego y otro no es tan fluida como en una app dedicada.",Integraría un sistema de seguimiento de errores más detallado que te explique la regla gramatical fallida y añadiría la opción de competir en tiempo real contra otros usuarios.
2026-04-20 10:00:45.523,Duolingo,5,No,1,No,1,Ninguna,5,Son muy didacticos,5,Era mas interactivo,4,Me hacia pensar y razonar,Lo interactivo,Ciertos terminos faltaban ampliar,Implementar un metodo de participación mas activo,Grammar Ninja,4,La aplicación se sintió poco intuitiva,4,No es tan confusa,2,No todo correcto,4,Facilita la comprensión,4,"Se pierde el factor de ""regaño """,4,Avance en la comprensión de temas,El contenido visual,No,Todo bien,British Council Games,4,La gramatica,1,No,1,No,4,Si ayudo,4,Los quiz,4,La gramatica,El vocabulario,Ninguna,Hacer los quiz algo mas interactivos
2026-04-20 10:05:23.448,Duolingo,5,No tuve problemas,1,En ninguna,1,Ninguno todo bien,5,Me ayudó en el aprendizaje porque tiene una manera muy amigable para poder aprender,5,"Más porque uno puede ir a su ritmo puede ser también que menos porque no es como estar presentes y preguntar algo, aún así si me pareció interesante",5,Me hizo ser más activo,El tipo de aprendizaje,Ninguna,Ninguno,Grammar Ninja,5,Ninguna,1,En ninguno,1,Ningunos,5,Por su forma de enseñar,5,Mas dinamica,5,Mas activo,La forma de aprendizaje,Ninguno,Ninguno,British Council Games,5,Ninguno,1,Ninguno,1,Ninguno,5,Forma más didáctica,5,Más dinámica,4,Más activo,Mejor forma de aprender,Ninguno,Ninguno
2026-04-20 10:06:08.524,Duolingo,3,Si,3,Bo,4,Hsjs,2,No,2,U,2,Si,Yes,No,Si,Grammar Ninja,4,Ni,1,Si,5,No,3,No,1,Jwjd,3,Si,Ele,CuNtos,No,Grammar Ninja,3,Ni,3,Zu,4,Juego,1,No,2,Si,2,Simon,Yes,No,Si
2026-04-20 10:06:37.706,Grammar Ninja,4,no,4,no,4,no estaba muy claro las oraciones,3,"no es practico, es mejor conversar",1,"es necesario hablar el ingles, no solo saber gramatica",2,nada,los verbos q aparecen,nada,implementar el speaking,Grammar Ninja,4,no,2,nada,4,"instrucciones poco claras, aparte las oraciones como q estaban mal",3,nuevos verbos,2,monotona,2,buena,los verbos nuevos e imagenes,ninguna,meterle speaking,Grammar Ninja,4,ninguno,2,no fue compleja,4,mala formulación de oraciones o frases,3,ayudó a aprender verbos,2,aprender verbos,3,aprender solo,nuevos verbos,ninguna,ninguna
2026-04-20 10:07:57.748,Duolingo,5,Ninguna,1,Ninguno,1,Ninguan,5,Porque las explicaciones son claras,5,Sus juegos,5,Al incentivar a seguir,Los juegos,Ninguna,Más vocabulario,Grammar Ninja,5,Ninguna,1,Ninguna,1,Ninguna,5,Ayudó porque proporciona frases que si se usan en la vida cotidiana,5,Que tiene dibujitos,5,No me corregía de manera grosera,Me proporcionó phrasal verbs,Ninguna,Ninguna,British Council Games,5,Ninguna,1,No,1,Ninguna,5,Si me ayudó porque había gramática igualmente,5,Hay muchas actividades para prácticas,5,Me hizo recordar algunas cosas,Los juegos,Ninguna,Incluir más cosas interactivas
2026-04-20 10:09:34.433,Duolingo,5,Ninguna,1,Ninguna,1,Ninguna,5,Ninguna,5,Lecturas,4,Mas didáctico,Lectura y escritura,Ninguna,Ninguna,Grammar Ninja,3,Ninguna,2,Ninguna,1,Ninguna,4,Entender mejor,5,Patrones,5,Mas facil de entender,Juegos,Ninguna,Ninguna,British Council Games,5,Ninguna,1,Ninguna,1,Ninguna,5,Mas entendible,5,Juegos,5,Ayudo a entender mejor,Juegos,Ninguna,Nada
2026-04-20 10:13:35.028,Duolingo,5,Ninguna,1,Ninguna,1,Ninguna,4,Aprendes mientras te diviertes,4,Usar tecnología,5,Motivación,Juegos,Ninguna,Ninguna,Grammar Ninja,5,Ninguna,1,Ninguna,1,Ninguna,5,Entretenimiento,5,Uso de tecnologías,4,Motivación,App amigable,Ninguna,Ninguna,British Council Games,5,Ninguna,1,No,1,Ninguna,5,Comprensión,5,Se sale de lo rutinario,5,Motivación,Tecnología,Ninguna,Ninguna
2026-04-20 10:15:47.321,Duolingo,5,No,1,Ninguno,1,Ninguno,5,Mejoro mucho mi comprensión en inglés,5,Fue una manera más didáctica para aprender de manera autónoma,5,Se me hizo más activa la clase y mucho más interesante,"Que va en orden y al nivel, sin saltar ningun detalle",Ninguna,Ninguno,Grammar Ninja,5,Ninguna,5,Ninguno,5,Ninguno,5,"Porque es un método de aprendizaje y entendimiento al mismo tiempo, donde es mejor mantener en concentración",5,Su forma de enganchar mientras aprendo inglés,5,Tuvo juegos interactivos para saber las frases relacionadas en inglés,El completar las frases,Ninguna,Ninguna,British Council Games,5,No,1,Ninguno,1,"Ninguna, funciona muy bien",5,Porque tiene una forma interesante de aprender mientras juego,5,Su forma de aprender didácticamente,5,La forma de formular mis oraciones en inglés,Su diverso contenido de aprender,Ninguna,Ninguna
2026-04-20 10:16:03.821,Duolingo,5,No fue complicado,1,No fue compleja,1,No encontré,5,Ayudo por lo didáctico que es,5,"Aspecto interesante, los juegos, menos interesante la interfaz",5,Es mucho más fácil aprender,Los juegos,No encontré,Mejoraría la interfaz para que sea más intuitiva,Grammar Ninja,5,No tuve,1,No fue confuso nada,2,La respuesta aptica al abrir la interfaz,5,La exigencia en los ejercicios me ayudó,5,La interactividad que hay al aprender,5,Es más intuitivo además que con el juego se puede aprender mucho más fácil,Los dibujos e imágenes,No encontré ninguno,Más ilustraciones,British Council Games,5,No tuve problemas,2,El vocabulario empleado,1,No encontré ninguna,5,Por el sistema tan complejo que ayuda a esforzarse,5,El juego es clave en el aprendizaje lo hizo interesante,5,Tenía en cuenta lo que vi y jugué y eso me ayudó mucho,El vocabulario,No encontré ninguna dificultad,La haría más fácil de acceder
2026-04-20 10:17:24.219,Duolingo,5,Ninguni,5,No fueron,1,Ninguna,5,Por que pude aprender nuevas palabras,5,Las dinámicas nuevas e interesantes,5,Aprendizaje,La dinámica que implementa,Ninguna,Un poco más dificil,Duolingo,5,No tube,1,Ninguna,1,Ninguna,5,Logro aprender nuevas palabras,5,El juego que es entrenido para aprender,5,Pude participar mejor en clase,La dinámica,Ninguna,Un poco mas dificil,Duolingo,5,Ninguna,1,No,1,Ninguna,5,A aprender nuevo vocabulario,5,Mas entretenida,5,Mejir manejo del inglés,Las dinamicas,Ninguna,Mas difíciles de aprender
2026-04-20 10:17:59.975,Duolingo,1,Todo,2,J,2,G,1,J,3,H,2,T,G,R,D,Duolingo,2,V,2,H,2,R,2,G,1,G,3,H,H,H,V,Duolingo,3,H,2,C,2,G,3,H,3,B,3,G,H,H,H
2026-04-20 10:23:03.134,Duolingo,5,No,5,Ninguno,4,Algunos errores gramaticales,5,Ayudo porque fue interactivo,5,Porque era algo más interactivo y mantenía la mente activa,5,Porque fue llamativo,El listening,No,Ninguno,Grammar Ninja,5,No,5,Ninguno,5,Ninguna,5,Porque fue llamativo,5,Pues la manera interactiva de la app,5,Porque estuvo interesante,La dinamica,Ninguna,Nada lol,British Council Games,5,No,5,No,5,Pues ninguno hasta el momento,5,Por ser dinámico,5,Pues su manera de interacción,5,Pq fue muy dinámico,Su manera de explicar las cosas,Ninguna,Ninguna
